Description,Brand,Price,Img url,Country
Corona Munchi Waffer Biscuit - Caramel,Unknown,5.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdb/hc7/49406499618846/200Wx200H_583118_main.jpg,Egypt
Hajarafa Creamy Peanut Butter - 320gm,Unknown,102.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h52/h8b/46169300074526/200Wx200H_602085_main.jpg,Egypt
Haj Arafa Nutmeg Stone Powder - 65 gram,Unknown,69.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb0/h61/17045075820574/507796_main.jpg_200Wx200H,Egypt
Twinkies Icing Cake With Vanilla Cream - 12 Pieces,Twinkies,60.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfb/h8f/50947255795742/200Wx200H_453463_main.jpg,Egypt
Bab ElSham Chicken Chunky Spicy Mix - 100 gram,Bab El Sham,19.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0a/h8d/31258531201054/527974_main.jpg_200Wx200H,Egypt
Imtenan Black Seed Honey Jar - 1 Kg,Imtenan,313.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hee/hdc/14954092003358/552654_main.jpg_200Wx200H,Egypt
Bab Elsham Meat Spice - 40 gram,Bab El Sham,34.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8d/h2f/14952395407390/505451_main.jpg_200Wx200H,Egypt
Aldoha Pasta Lentil - 400 gram,El Doha,54.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd3/h53/48061359390750/200Wx200H_605391_main.jpg,Egypt
Bab ElSham Chili Powder - 45 gram,Bab El Sham,23.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h07/h8a/31258517602334/464998_main.jpg_200Wx200H,Egypt
Fun Fruit Mint Chocolate - 1 Piece,Unknown,14.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb8/hf4/49406500929566/200Wx200H_571599_main.jpg,Egypt
Corono Bimbo XL Original Chocolate Biscuit,Bimbo,8.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6d/hc8/50066454773790/200Wx200H_523438_main.jpg,Egypt
Munchee Wafer - 1 Piece - 12 Counts,Unknown,62.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0f/hbb/49406499291166/200Wx200H_583115_main.jpg,Egypt
Abu Auf Black Seed - 85 gram,Abu auf,26.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h75/hd4/31511675600926/578072_main.jpg_200Wx200H,Egypt
El Doha Pasta Fairy Tale - 250 gram,El Doha,12.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8e/h1f/34566794477598/594639_main.jpg_200Wx200H,Egypt
Bab Elsham Syrian 7 Spices - 40 gram,Bab El Sham,32.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h12/hce/14952403173406/510309_main.jpg_200Wx200H,Egypt
Abu Ali Spiced Bread Crumbs - 850gm,Abu ali,82.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc9/hce/49899237572638/200Wx200H_379681_main.jpg,Egypt
Munchi Wafer Biscuit with Coconut - 1 Piece - 12 Count,Unknown,62.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5d/hdd/49406500274206/200Wx200H_583123_main.jpg,Egypt
El Maleka Meloky Big Rings Pasta - 400G,Elmaleka,11.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h85/hfa/51411622494238/200Wx200H_605309_main.jpg,Egypt
Isis Green Tea Bags With Mint - 20 Pieces,Isis,20.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h46/h57/50311405371422/200Wx200H_73004_main.jpg,Egypt
Imtenan Wild Blossom Pure Bee Honey - 1 kg,Imtenan,309.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1d/ha6/14953386606622/552656_main.jpg_200Wx200H,Egypt
Bab Elsham Syrian 7 Spices - 40 G,Bab El Sham,27.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha3/h36/31258564132894/545816_main.jpg_200Wx200H,Egypt
Delicia Masreya Fusilli Pasta - 500 gram,Unknown,18.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h66/hcb/34710163685406/591321_main.jpg_200Wx200H,Egypt
El Doha Black Seed - 65 Gram,El Doha,36.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h50/h41/14786631237662/18030_main.jpg_200Wx200H,Egypt
Corona Fun Fruit Chocolate Orange - 35 Gram,Unknown,15.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h42/h72/49406496702494/200Wx200H_292520_main.jpg,Egypt
Haj Arafa White Beans - 500 gram,Unknown,68.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfa/hd4/13043795787806/540229_main.jpg_200Wx200H,Egypt
El Rashidi El Mizan Almond Halawa - 200g,El rashidi el mizan,60.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h58/h09/47857085972510/200Wx200H_17580_main.jpg,Egypt
Dayma Lupines - 1 kg,Unknown,77.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4b/hf7/34030325334046/591202_main.jpg_200Wx200H,Egypt
Abu Ali Black Pepper Powder - 150 gram,Abu ali,99.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7f/h4d/14952278687774/283402_main.jpg_200Wx200H,Egypt
Abu Auf Oriental Gum - 80 gram,Abu auf,59.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb5/h4c/31511677992990/578084_main.jpg_200Wx200H,Egypt
Bake Rolz Wheat Snacks with Ketchup Flavor - 88 gram,Unknown,8.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h07/hf3/49986580152350/200Wx200H_605857_main.jpg,Egypt
El Doha Mixed Spice - 20 gram,El Doha,16.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9a/h87/14952347009054/18016_main.jpg_200Wx200H,Egypt
Imtenan Citrus Honey - 250 gram,Imtenan,71.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h97/h72/14854117195806/262302_main.jpg_200Wx200H,Egypt
Dayma Fava Beans - 1 Kg,Unknown,79.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd4/h85/34030282637342/591195_main.jpg_200Wx200H,Egypt
Shaheen Coffee Special Dark Plain Turkish Coffee - 200 gram,Shaheen cafe,137.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h91/h0f/28222392893470/574686_main.jpg_200Wx200H,Egypt
Dayma Split Beans - 1 kg,Unknown,70.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5e/h9b/34030326448158/591196_main.jpg_200Wx200H,Egypt
Haj Arafa Cardamom Powder - 65 Gram,Unknown,72.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1a/h4b/14953345744926/539381_main.jpg_200Wx200H,Egypt
Bisco Misr Maamoul Dates Cookies - 1 Piece,Biscomisr,4.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h53/hf1/48744230879262/200Wx200H_179308_main.jpg,Egypt
El Doha Thyme 15g,El Doha,12.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7a/h38/31258521501726/18021_main.jpg_200Wx200H,Egypt
Halawani Halawa - 1 KG,Halwani & tahhan,131.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf0/hf2/50124523274270/200Wx200H_546166_main.jpg,Egypt
Munchee caramel Wafers - 1 Pieces - 12 Counts,Unknown,62.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd4/h68/49406498963486/200Wx200H_583119_main.jpg,Egypt
Wadi Food Lemon Pickle 650g,Wadi Food,40.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hbe/ha8/14786753167390/17393_main.jpg_200Wx200H,Egypt
Abu Auf Instant Coffee Gold - 2 Gram,Abu auf,5.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hed/h41/17223937032222/570765_main.jpg_200Wx200H,Egypt
Abu Auf Syrian Thyme - 75 gram,Abu auf,20.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h28/h5d/44522767122462/200Wx200H_578086_main.jpg,Egypt
Dayma Chickpeas - 1 Kg,Unknown,137.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h74/h29/34030283259934/591200_main.jpg_200Wx200H,Egypt
HAJ ARAFAPAPRIKA75G,Unknown,41.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h76/h74/14953347186718/539396_main.jpg_200Wx200H,Egypt
Wadi Food Mixed Pickles - 650 Gram,Wadi Food,34.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9f/h1b/14786705129502/43244_main.jpg_200Wx200H,Egypt
Fun Fruit Coconut Chocolate - 1 piece,Unknown,14.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h52/hee/49406500765726/200Wx200H_570842_main.jpg,Egypt
Zaeem Rice - 1 Kg,Al zaeem,45.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h84/hd4/34674442469406/591102_main.jpg_200Wx200H,Egypt
Corona Dark Almond - 6 Pieces,Corona,174.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2a/h2b/49406503714846/200Wx200H_609195_main.jpg,Egypt
Zaeem White Beans - 500 gram,Al zaeem,50.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9b/he8/34030281850910/591244_main.jpg_200Wx200H,Egypt
Halwani Bros Halawa Hazelnut - 275 gram,Halwani bros,67.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0f/h67/14854119325726/20687_main.jpg_200Wx200H,Egypt
Misr Caf&eacute; Adan Tea With Ginger - 25 grams,Misr Cafe,6.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h58/he0/14584264458270/463007_main.jpg_200Wx200H,Egypt
Twinkies Icing Cake With Vanilla Cream 1 Piece,Twinkies,5.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h38/h7c/49986557968414/200Wx200H_453461_main.jpg,Egypt
Dayma Black Pepper Ground - 180 gram,Unknown,96.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he3/h86/34030324154398/591218_main.jpg_200Wx200H,Egypt
El Shamadan Mega Waffer Biscuts with Chocolate - Red - 4 Pieces,El shamadan,5.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h9f/hf6/50156711280670/200Wx200H_456884_main.jpg,Egypt
Abu Auf Mahshi Spices - 75 gram,Abu auf,20.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5d/h4f/30578937266206/578068_main.jpg_200Wx200H,Egypt
Imtenan Black Seed Honey - 450 gram,Imtenan,114.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4f/hfe/50537957949470/200Wx200H_273996_main.jpg,Egypt
ElMizan Tahina - 20gm,El rashidi el mizan,4.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h43/h8e/51227132919838/200Wx200H_323296_main.jpg,Egypt
Freska Chocolate Wafer With Halawa Cream - 20 Gram- 24 Count,Freska,66.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7a/h2a/50947256614942/200Wx200H_467176_main.jpg,Egypt
Wadi Food Foul Medammes 700g,Wadi Food,26.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6f/h9b/14786751856670/362902_main.jpg_200Wx200H,Egypt
Torta Cocoa Rolled Cake - 12 Piece,Unknown,35.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hbd/h62/49083343339550/200Wx200H_609600_main.jpg,Egypt
Haj Arafa Black Eye Beans - 500 Gram,Unknown,39.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hd4/h60/13043794477086/540232_main.jpg_200Wx200H,Egypt
Imtenan Peanut Protein Bar - 70 G,Imtenan,36.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h87/h69/15040574259230/552664_main.jpg_200Wx200H,Egypt
Egy Sun Virgin Olive Oil - 1 Liter,Unknown,573.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h61/hc4/49010552340510/200Wx200H_603893_main.jpg,Egypt
Imtenan Honey Black Seeds 250 g,Imtenan,84.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h99/h73/10066531713054/262301_main.jpg_200Wx200H,Egypt
Hohos Jumbo Rolled Chocolate Cake  -30 Gram,HoHo's,4.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h13/h2e/49986558132254/200Wx200H_483467_main.jpg,Egypt
Trix Wafer Filled with Strawberry Cheesecake Flavored Cream - 30 gram,Carrefour,3.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h94/he3/49172237746206/200Wx200H_610426_main.jpg,Egypt
Bimbo Mini Gold Biscuit - Large - 1 Piece,Bimbo,2.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h00/hce/50421441626142/200Wx200H_589190_main.jpg,Egypt
EL Gawhara Tea - 100 Bags,El Gawhara,61.15 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0c/h3f/33952208355358/514441_main.jpg_200Wx200H,Egypt
Corona Lite Chocolate - 60 grams - 6 Pieces,Corona,138.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h74/h57/49406498439198/200Wx200H_560855_main.jpg,Egypt
Abu Auf Shawerma Spices - 65 gram,Abu auf,20.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf1/hce/27934606032926/578065_main.jpg_200Wx200H,Egypt
Novy Blazo - 12 Piece,Unknown,36.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hc9/h6d/49083341406238/200Wx200H_609588_main.jpg,Egypt
Freska Block Peanut Butter - 31 Gram - 12 Count,Freska,61.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6b/hf1/49986569207838/200Wx200H_545036_main.jpg,Egypt
Tag El-Melouk Cake Improver - 18 grams,Tag Elmelouk,2.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h89/haa/14597124259870/546816_main.jpg_200Wx200H,Egypt
Trix Wafer Filled with Vanilla Cream - 30 gram,Carrefour,3.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5d/h32/49172308394014/200Wx200H_610424_main.jpg,Egypt
Isis Green Tea Bags - 20 Pieces,Isis,20.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h91/hb3/48755753222174/200Wx200H_87233_main.jpg,Egypt
Abu Auf Ground Cloves - 75 Gram,Abu auf,66.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h95/h65/29147347714078/578080_main.jpg_200Wx200H,Egypt
Abu Ali Hot Spiced Bread Crumbs - 850gm,Abu ali,82.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hca/h3f/14952273772574/379685_main.jpg_200Wx200H,Egypt
Abu Auf Hawawshi Spices - 75 gram,Abu auf,20.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6d/hfd/29344502644766/578062_main.jpg_200Wx200H,Egypt
Abu Auf Kabsa Spices - 75 Gram,Abu auf,20.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5b/h6b/29147349680158/578067_main.jpg_200Wx200H,Egypt
Imtenan Matcha Green Tea - 250 gram,Imtenan,382.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h4b/h49/28222562074654/580551_main.jpg_200Wx200H,Egypt
Abu Auf Chili Powder - 70 gram,Abu auf,20.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3d/h75/27934604722206/578077_main.jpg_200Wx200H,Egypt
EL Gawhara Tea - 40 gm,El Gawhara,10.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h38/h91/31511601184798/100616_main.jpg_200Wx200H,Egypt
El Bawadi Citrus Honey Honey - 420 gram,El bawadi,59.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h54/ha3/50930285871134/200Wx200H_601594_main.jpg,Egypt
Dayma Cumin Milled - 170 gram,Unknown,81.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hcc/ha9/34030285226014/591219_main.jpg_200Wx200H,Egypt
Abu Ali Black Pepper Spices 90g,Abu ali,52.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h2e/h3b/14952281702430/37099_main.jpg_200Wx200H,Egypt
Abu Ali Extra Bread Crumbs - 500 gram,Abu ali,32.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h13/h2b/14952280817694/379684_main.jpg_200Wx200H,Egypt
Delicia Masreya Small Rings Pasta - 500 gram,Unknown,18.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/he7/h18/44985858359326/200Wx200H_599848_main.jpg,Egypt
El-Gawhara Green Tea - 250 gm,El Gawhara,47.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha1/h05/32729664651294/96873_main.jpg_200Wx200H,Egypt
Twinings Geen Tea Lemon - 100 Tea Bags,El Gawhara,62.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h68/h6e/32729607929886/120522_main.jpg_200Wx200H,Egypt
Bab Elsham Liver Spices - 35 gram,Bab El Sham,18.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb2/hf8/31258516095006/468310_main.jpg_200Wx200H,Egypt
Abu Auf Anise - 65 Gram,Abu auf,20.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h5a/h7e/27539496206366/578085_main.jpg_200Wx200H,Egypt
EL Gawhara Green Tea - 100 gm,El Gawhara,18.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8e/hc6/15337693773854/514476_main.jpg_200Wx200H,Egypt
Imtenan Acacia Honey - 450 gram,Imtenan,168.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h49/h9d/14895246868510/558237_main.jpg_200Wx200H,Egypt
Isis Regime Natural Herbal Tea Bags With Lemon - 50 Pieces,Isis,41.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb2/he6/48755762200606/200Wx200H_499437_main.jpg,Egypt
Al-Doha Bay Leaves - 3 gram,El Doha,10.50 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h15/hf2/14952330919966/18033_main.jpg_200Wx200H,Egypt
Zaeem Basmati Rice - 1 Kilogram,Al zaeem,61.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf8/h79/48662308782110/200Wx200H_605836_main.jpg,Egypt
EL BAWADI SPRING BLOSSOM HONEY 225G,El bawadi,32.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h23/h40/50930286690334/200Wx200H_601590_main.jpg,Egypt
Imtenan Chai Green Tea - 18 Tea Bag,Imtenan,38.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0a/hbb/14489851527198/552671_main.jpg_200Wx200H,Egypt
Gawaher Pasta Big Rings - 350 Gram,Unknown,10.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf9/haa/27710101618718/469043_main.jpg_200Wx200H,Egypt
Imtenan Coconut Protein Bar - 70 gram,Imtenan,36.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/haf/hd9/14531625582622/552662_main.jpg_200Wx200H,Egypt
Haj Arafa Granola Classic - 300 gram,Unknown,91.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h46/hef/44651820449822/200Wx200H_592597_main.jpg,Egypt
Imtenan Coconut Flour - 400 gram,Imtenan,55.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hba/h37/28222563713054/580553_main.jpg_200Wx200H,Egypt
El Doha Hibiscus - 50 grams,El Doha,42.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h83/h64/34710151987230/17962_main.jpg_200Wx200H,Egypt
Haj Arafa Seven Spices - 65 gram,Unknown,21.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h0d/hde/14953348169758/539383_main.jpg_200Wx200H,Egypt
Abo Ali Om Ali - 425 grams,Abu ali,78.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hab/hfc/14596458414110/217406_main.jpg_200Wx200H,Egypt
El Doha Cinnamon Powder - 20 gram,El Doha,15.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h78/ha7/47857217372190/200Wx200H_18018_main.jpg,Egypt
Hajarafa Crunchy - Peanut Butter - 320gm,Unknown,102.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h60/h5f/46473129033758/200Wx200H_602084_main.jpg,Egypt
Haj Arafa Chicken Spices - 65 Gram,Unknown,21.40 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h48/hb8/14953349152798/539384_main.jpg_200Wx200H,Egypt
Bab Elsham Dry Dressing - Italian Salad - 15 gram,Bab El Sham,9.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/heb/hf6/31258590445598/580329_main.jpg_200Wx200H,Egypt
Imtenan Spain Flowers Honey - 450 gram,Imtenan,243.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6c/h23/51092151107614/200Wx200H_558236_main.jpg,Egypt
Mimix Butter Cream Bonbon - 20 gram,Mimix,5.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hbf/hf7/49986564096030/200Wx200H_350920_main.jpg,Egypt
FUN FRUIT CHOCO. STRAWBERRY 1P*12,Unknown,179.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h34/h1a/49406503223326/200Wx200H_571786_main.jpg,Egypt
Al Tahya Plain Cumin Fava Beans 400g,Unknown,15.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hfe/hcd/34710142877726/453235_main.jpg_200Wx200H,Egypt
Abu Ali Om Ali With Nuts 175g,Abu ali,37.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h47/h54/10223097118750/18482_main.jpg_200Wx200H,Egypt
Gawaher Pasta Small Rings - 350 Gram,Unknown,10.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hed/h51/27710102143006/469042_main.jpg_200Wx200H,Egypt
Zamzam Whole Black Pepper - 70 gram,Zamzam,32.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h1d/hc2/16221717954590/547093_main.jpg_200Wx200H,Egypt
El Rashidi El Mizan Plain Halawa Spread 150g,El rashidi el mizan,29.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h93/hcc/14854055067678/390347_main.jpg_200Wx200H,Egypt
Abo Ali Black Pepper - 160 gram,Abu ali,83.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h01/h23/15474435817502/283401_main.jpg_200Wx200H,Egypt
Halwani Bros Halawa Almond - 275 gram,Halwani bros,67.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf8/h5b/14854138560542/34425_main.jpg_200Wx200H,Egypt
Haj Arafa Tandoori Spices Mix - 55 gram,Unknown,32.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h06/h58/14953332768798/507798_main.jpg_200Wx200H,Egypt
Abu Auf Pillow Snack Choco - 100gm,Abu auf,17.25 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h14/he1/49654376628254/200Wx200H_613575_main.jpg,Egypt
Dayma Black Pepper Ground - 45 gram,Unknown,37.20 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h7d/h00/32729635684382/591205_main.jpg_200Wx200H,Egypt
Ahlawy Plain Biscuit - 71 gram - 9 Count,Unknown,44.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h8b/h32/49441318469662/200Wx200H_612474_main.jpg,Egypt
Sekem Premium Green Tea With Mint - 25 Envelope,Isis,28.55 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf1/h6b/48755765870622/200Wx200H_469116_main.jpg,Egypt
Abu Auf Burger Spices - 75 gram,Abu auf,20.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hca/h35/29344504447006/578060_main.jpg_200Wx200H,Egypt
Haj Arafa BBQ Spices - 65 gram,Unknown,26.00 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h06/hfb/14953933766686/539386_main.jpg_200Wx200H,Egypt
Haj Arafa Garlic - 65 Gram,Unknown,21.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha9/h55/14953345417246/539394_main.jpg_200Wx200H,Egypt
Haj Arafa Fries Spices - 85 gram,Unknown,32.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hf6/hd9/14953348005918/539388_main.jpg_200Wx200H,Egypt
Haj Arafa Bryani Spices - 100 gram,Unknown,32.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h6d/h8a/14953932292126/539390_main.jpg_200Wx200H,Egypt
Imtenan Relaxing Herbal Tea Bags - 18 Count,Imtenan,33.70 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hcf/hd0/14489850216478/552672_main.jpg_200Wx200H,Egypt
Haj Arafa Olive Oil Extra Virgin - 250ml,Unknown,187.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdc/h8b/48561169956894/200Wx200H_540226_main.jpg,Egypt
Abu Auf Vegetables Spices - 75 Gram,Abu auf,20.35 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hdd/h08/29147348369438/578063_main.jpg_200Wx200H,Egypt
Bab Elsham Dry Dressing - Sweet and Sour - 15 gram,Bab El Sham,9.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hb4/h12/31258592903198/580330_main.jpg_200Wx200H,Egypt
IMTENAN DIET SUPPORT TEA 18TB,Imtenan,32.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h3b/ha1/27933879894046/552669_main.jpg_200Wx200H,Egypt
Ahlawy Plain Biscuit - 71 gram,Unknown,4.90 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/haf/ha9/49441317093406/200Wx200H_612475_main.jpg,Egypt
Isis Green Tea Bags - 12 Pieces,Isis,15.85 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h50/h04/14584393170974/87232_main.jpg_200Wx200H,Egypt
Imtenan Coriander - 70 Gram,Imtenan,23.45 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hda/h90/14953384935454/435264_main.jpg_200Wx200H,Egypt
Haj Arafa Light Peanut Butter - 320 gram,Unknown,99.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h68/hc4/50311481753630/200Wx200H_602083_main.jpg,Egypt
Abu Ali Cumin Powder - 140 gram,Abu ali,109.60 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/ha0/h3b/14952273608734/283404_main.jpg_200Wx200H,Egypt
Torta Sponge Cake Cocoa Large - 1 Piece,Unknown,2.95 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h12/h63/49083346255902/200Wx200H_609595_main.jpg,Egypt
Abu Ali Nutmeg 70g,Abu ali,96.05 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h18/h31/14952388067358/375492_main.jpg_200Wx200H,Egypt
Freska Block Peanut Butter - 31 Gram,Freska,5.10 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h41/hed/49986569371678/200Wx200H_545033_main.jpg,Egypt
Dayma Cloves - 30 gram,Unknown,42.80 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hda/h2f/34030283096094/591217_main.jpg_200Wx200H,Egypt
Al Duha Fenugreek - 50 gram,El Doha,12.75 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h15/hf6/14952233435166/17981_main.jpg_200Wx200H,Egypt
Al Asari Dust Tea - 250gm,Unknown,57.65 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/hba/h2b/51860377894942/200Wx200H_609124_main.jpg,Egypt
Abu Auf Rosemary - 25 gram,Abu auf,16.30 EGP,https://cdnprod.mafretailproxy.com/sys-master-root/h12/h1f/27539503218718/578089_main.jpg_200Wx200H,Egypt
